Log(E/eV)	r [M]	Theta	Synchr	Brems ei
9.36495	6.63494	0.606748	0	-7.64566
9.56289	6.63494	0.804686	0	-7.62368
9.76083	6.63494	1.00262	0	-7.60275
9.95876	6.63494	1.20056	0	-7.58279
10.1567	6.63494	1.3985	0	-7.56371
10.3546	6.63494	1.59644	0	-7.54542
10.5526	6.63494	1.79438	0	-7.52788
10.7505	6.63494	1.99231	0	-7.51102
10.9485	6.63494	2.19025	0	-7.49479
11.1464	6.63494	2.38819	0	-7.47914
11.3443	6.63494	2.58613	0	-7.46404
11.5423	6.63494	2.78407	0	-7.44945
11.7402	6.63494	2.98201	0	-7.43532
11.9381	6.63494	3.17994	0	-7.42165
12.1361	6.63494	3.37788	0	-7.40839
12.334	6.63494	3.57582	0	-7.39553
12.532	6.63494	3.77376	0	-7.38303
12.7299	6.63494	3.9717	0	-7.37089
12.9278	6.63494	4.16963	0	-7.35907
13.1258	6.63494	4.36757	0	-7.34757
13.3237	6.63494	4.56551	0	-7.33636
13.5217	6.63494	4.76345	0	-7.32544
13.7196	6.63494	4.96139	0	-7.31478
13.9175	6.63494	5.15933	0	-7.30438
14.1155	6.63494	5.35726	0	-7.29423
14.3134	6.63494	5.5552	0	-7.2843
14.5113	6.63494	5.75314	0	-7.2746
14.7093	6.63494	5.95108	0	-7.26511
14.9072	6.63494	6.14902	0	-7.25582
15.1052	6.63494	6.34695	0	-7.24672
15.3031	6.63494	6.54489	0	-7.23782
15.501	6.63494	6.74283	0	-7.22909
15.699	6.63494	6.94077	0	-7.22053
6	7.8314	-6.34056	0	-10.7257
6.19794	7.8314	-6.14262	0	-10.5666
6.39588	7.8314	-5.94468	0	-10.4504
6.59381	7.8314	-5.74674	0	-10.3588
6.79175	7.8314	-5.54881	0	-10.2832
6.98969	7.8314	-5.35087	0	-10.2188
7.18763	7.8314	-5.15293	0	-10.1628
7.38557	7.8314	-4.95499	0	-10.1131
7.58351	7.8314	-4.75705	0	-10.0686
7.78144	7.8314	-4.55912	0	-10.0282
7.97938	7.8314	-4.36118	0	-9.99125
8.17732	7.8314	-4.16324	0	-9.95719
8.37526	7.8314	-3.9653	0	-9.92562
8.5732	7.8314	-3.76736	0	-9.89618
8.77113	7.8314	-3.56943	0	-9.86861
8.96907	7.8314	-3.37149	0	-9.84269
9.16701	7.8314	-3.17355	0	-9.81823
9.36495	7.8314	-2.97561	0	-9.79508
9.56289	7.8314	-2.77767	0	-9.77309
9.76083	7.8314	-2.57973	0	-9.75217
9.95876	7.8314	-2.3818	0	-9.73221
10.1567	7.8314	-2.18386	0	-9.71312
10.3546	7.8314	-1.98592	0	-9.69484
10.5526	7.8314	-1.78798	0	-9.6773
10.7505	7.8314	-1.59004	0	-9.66044
10.9485	7.8314	-1.39211	0	-9.6442
11.1464	7.8314	-1.19417	0	-9.62856
11.3443	7.8314	-0.996229	0	-9.61345
11.5423	7.8314	-0.798291	0	-9.59886
11.7402	7.8314	-0.600353	0	-9.58474
11.9381	7.8314	-0.402414	0	-9.57106
12.1361	7.8314	-0.204476	0	-9.55781
12.334	7.8314	-0.00653817	0	-9.54494
12.532	7.8314	0.1914	0	-9.53245
12.7299	7.8314	0.389338	0	-9.5203
12.9278	7.8314	0.587276	0	-9.50849
13.1258	7.8314	0.785214	0	-9.49698
13.3237	7.8314	0.983153	0	-9.48578
13.5217	7.8314	1.18109	0	-9.47485
13.7196	7.8314	1.37903	0	-9.4642
13.9175	7.8314	1.57697	0	-9.4538
14.1155	7.8314	1.77491	0	-9.44364
14.3134	7.8314	1.97284	0	-9.43372
14.5113	7.8314	2.17078	0	-9.42401
14.7093	7.8314	2.36872	0	-9.41452
14.9072	7.8314	2.56666	0	-9.40523
15.1052	7.8314	2.7646	0	-9.39614
15.3031	7.8314	2.96253	0	-9.38723
15.501	7.8314	3.16047	0	-9.3785
15.699	7.8314	3.35841	0	-9.36995
6	9.02786	-10.2241	0	-13.0558
6.19794	9.02786	-10.0262	0	-12.8967
6.39588	9.02786	-9.82825	0	-12.7805
6.59381	9.02786	-9.63031	0	-12.6889
6.79175	9.02786	-9.43237	0	-12.6133
6.98969	9.02786	-9.23444	0	-12.549
7.18763	9.02786	-9.0365	0	-12.4929
7.38557	9.02786	-8.83856	0	-12.4433
7.58351	9.02786	-8.64062	0	-12.3987
7.78144	9.02786	-8.44268	0	-12.3583
7.97938	9.02786	-8.24475	0	-12.3214
8.17732	9.02786	-8.04681	0	-12.2873
8.37526	9.02786	-7.84887	0	-12.2558
8.5732	9.02786	-7.65093	0	-12.2263
8.77113	9.02786	-7.45299	0	-12.1988
8.96907	9.02786	-7.25505	0	-12.1728
9.16701	9.02786	-7.05712	0	-12.1484
9.36495	9.02786	-6.85918	0	-12.1252
9.56289	9.02786	-6.66124	0	-12.1032
9.76083	9.02786	-6.4633	0	-12.0823
9.95876	9.02786	-6.26536	0	-12.0623
10.1567	9.02786	-6.06743	0	-12.0433
10.3546	9.02786	-5.86949	0	-12.025
10.5526	9.02786	-5.67155	0	-12.0074
10.7505	9.02786	-5.47361	0	-11.9906
10.9485	9.02786	-5.27567	0	-11.9743
11.1464	9.02786	-5.07773	0	-11.9587
11.3443	9.02786	-4.8798	0	-11.9436
11.5423	9.02786	-4.68186	0	-11.929
11.7402	9.02786	-4.48392	0	-11.9149
11.9381	9.02786	-4.28598	0	-11.9012
12.1361	9.02786	-4.08804	0	-11.8879
12.334	9.02786	-3.89011	0	-11.8751
12.532	9.02786	-3.69217	0	-11.8626
12.7299	9.02786	-3.49423	0	-11.8504
12.9278	9.02786	-3.29629	0	-11.8386
13.1258	9.02786	-3.09835	0	-11.8271
13.3237	9.02786	-2.90041	0	-11.8159
13.5217	9.02786	-2.70248	0	-11.805
13.7196	9.02786	-2.50454	0	-11.7943
13.9175	9.02786	-2.3066	0	-11.7839
14.1155	9.02786	-2.10866	0	-11.7738
14.3134	9.02786	-1.91072	0	-11.7639
14.5113	9.02786	-1.71279	0	-11.7542
14.7093	9.02786	-1.51485	0	-11.7447
14.9072	9.02786	-1.31691	0	-11.7354
15.1052	9.02786	-1.11897	0	-11.7263
15.3031	9.02786	-0.921033	0	-11.7174
15.501	9.02786	-0.723095	0	-11.7086
15.699	9.02786	-0.525157	0	-11.7001
6	10.2243	-13.9434	0	-15.2874
6.19794	10.2243	-13.7454	0	-15.1282
6.39588	10.2243	-13.5475	0	-15.012
6.59381	10.2243	-13.3496	0	-14.9205
6.79175	10.2243	-13.1516	0	-14.8449
6.98969	10.2243	-12.9537	0	-14.7805
7.18763	10.2243	-12.7557	0	-14.7245
7.38557	10.2243	-12.5578	0	-14.6748
7.58351	10.2243	-12.3599	0	-14.6303
7.78144	10.2243	-12.1619	0	-14.5899
7.97938	10.2243	-11.964	0	-14.5529
8.17732	10.2243	-11.7661	0	-14.5189
8.37526	10.2243	-11.5681	0	-14.4873
8.5732	10.2243	-11.3702	0	-14.4579
8.77113	10.2243	-11.1722	0	-14.4303
8.96907	10.2243	-10.9743	0	-14.4044
9.16701	10.2243	-10.7764	0	-14.3799
9.36495	10.2243	-10.5784	0	-14.3568
9.56289	10.2243	-10.3805	0	-14.3348
9.76083	10.2243	-10.1825	0	-14.3139
9.95876	10.2243	-9.98461	0	-14.2939
10.1567	10.2243	-9.78667	0	-14.2748
10.3546	10.2243	-9.58873	0	-14.2565
10.5526	10.2243	-9.3908	0	-14.239
10.7505	10.2243	-9.19286	0	-14.2221
10.9485	10.2243	-8.99492	0	-14.2059
11.1464	10.2243	-8.79698	0	-14.1902
11.3443	10.2243	-8.59904	0	-14.1751
11.5423	10.2243	-8.40111	0	-14.1605
11.7402	10.2243	-8.20317	0	-14.1464
11.9381	10.2243	-8.00523	0	-14.1328
12.1361	10.2243	-7.80729	0	-14.1195
12.334	10.2243	-7.60935	0	-14.1066
12.532	10.2243	-7.41141	0	-14.0941
12.7299	10.2243	-7.21348	0	-14.082
12.9278	10.2243	-7.01554	0	-14.0702
13.1258	10.2243	-6.8176	0	-14.0587
13.3237	10.2243	-6.61966	0	-14.0475
13.5217	10.2243	-6.42172	0	-14.0365
13.7196	10.2243	-6.22379	0	-14.0259
13.9175	10.2243	-6.02585	0	-14.0155
14.1155	10.2243	-5.82791	0	-14.0053
14.3134	10.2243	-5.62997	0	-13.9954
14.5113	10.2243	-5.43203	0	-13.9857
14.7093	10.2243	-5.23409	0	-13.9762
14.9072	10.2243	-5.03616	0	-13.9669
15.1052	10.2243	-4.83822	0	-13.9578
15.3031	10.2243	-4.64028	0	-13.9489
15.501	10.2243	-4.44234	0	-13.9402
15.699	10.2243	-4.2444	0	-13.9316
6	5.43847	-2.28152	0.11424	-8.29027
6.19794	5.43847	-2.08358	0.11424	-8.13114
6.39588	5.43847	-1.88564	0.11424	-8.01493
6.59381	5.43847	-1.68771	0.11424	-7.92335
6.79175	5.43847	-1.48977	0.11424	-7.84775
6.98969	5.43847	-1.29183	0.11424	-7.78339
7.18763	5.43847	-1.09389	0.11424	-7.72734
7.38557	5.43847	-0.895952	0.11424	-7.67771
7.58351	5.43847	-0.698014	0.11424	-7.63317
7.78144	5.43847	-0.500076	0.11424	-7.59278
7.97938	5.43847	-0.302138	0.11424	-7.55582
8.17732	5.43847	-0.1042	0.11424	-7.52177
8.37526	5.43847	0.0937383	0.11424	-7.49019
8.5732	5.43847	0.291677	0.11424	-7.46076
8.77113	5.43847	0.489615	0.11424	-7.43319
8.96907	5.43847	0.687553	0.11424	-7.40727
9.16701	5.43847	0.885491	0.11424	-7.38281
9.36495	5.43847	1.08343	0.11424	-7.35965
9.56289	5.43847	1.28137	0.11424	-7.33767
9.76083	5.43847	1.47931	0.11424	-7.31674
9.95876	5.43847	1.67724	0.11424	-7.29678
10.1567	5.43847	1.87518	0.11424	-7.2777
10.3546	5.43847	2.07312	0.11424	-7.25942
10.5526	5.43847	2.27106	0.11424	-7.24187
10.7505	5.43847	2.469	0.11424	-7.22501
10.9485	5.43847	2.66693	0.11424	-7.20878
11.1464	5.43847	2.86487	0.11424	-7.19313
11.3443	5.43847	3.06281	0.11424	-7.17803
11.5423	5.43847	3.26075	0.11424	-7.16344
11.7402	5.43847	3.45869	0.11424	-7.14932
11.9381	5.43847	3.65663	0.11424	-7.13564
12.1361	5.43847	3.85456	0.11424	-7.12238
12.334	5.43847	4.0525	0.11424	-7.10952
12.532	5.43847	4.25044	0.11424	-7.09702
12.7299	5.43847	4.44838	0.11424	-7.08488
12.9278	5.43847	4.64632	0.11424	-7.07306
13.1258	5.43847	4.84425	0.11424	-7.06156
13.3237	5.43847	5.04219	0.11424	-7.05035
13.5217	5.43847	5.24013	0.11424	-7.03943
13.7196	5.43847	5.43807	0.11424	-7.02877
13.9175	5.43847	5.63601	0.11424	-7.01837
14.1155	5.43847	5.83395	0.11424	-7.00822
14.3134	5.43847	6.03188	0.11424	-6.99829
14.5113	5.43847	6.22982	0.11424	-6.98859
14.7093	5.43847	6.42776	0.11424	-6.9791
14.9072	5.43847	6.6257	0.11424	-6.96981
15.1052	5.43847	6.82364	0.11424	-6.96072
15.3031	5.43847	7.02157	0.11424	-6.95181
15.501	5.43847	7.21951	0.11424	-6.94308
15.699	5.43847	7.41745	0.11424	-6.93452
6	6.63494	-3.69688	0.11424	-9.13948
6.19794	6.63494	-3.49894	0.11424	-8.98035
6.39588	6.63494	-3.301	0.11424	-8.86415
6.59381	6.63494	-3.10306	0.11424	-8.77256
6.79175	6.63494	-2.90513	0.11424	-8.69697
6.98969	6.63494	-2.70719	0.11424	-8.6326
7.18763	6.63494	-2.50925	0.11424	-8.57656
7.38557	6.63494	-2.31131	0.11424	-8.52692
7.58351	6.63494	-2.11337	0.11424	-8.48238
7.78144	6.63494	-1.91544	0.11424	-8.44199
7.97938	6.63494	-1.7175	0.11424	-8.40504
8.17732	6.63494	-1.51956	0.11424	-8.37098
8.37526	6.63494	-1.32162	0.11424	-8.33941
8.5732	6.63494	-1.12368	0.11424	-8.30997
8.77113	6.63494	-0.925745	0.11424	-8.28241
8.96907	6.63494	-0.727807	0.11424	-8.25648
9.16701	6.63494	-0.529868	0.11424	-8.23202
9.36495	6.63494	-0.33193	0.11424	-8.20887
9.56289	6.63494	-0.133992	0.11424	-8.18688
9.76083	6.63494	0.063946	0.11424	-8.16596
9.95876	6.63494	0.261884	0.11424	-8.146
10.1567	6.63494	0.459822	0.11424	-8.12691
10.3546	6.63494	0.657761	0.11424	-8.10863
10.5526	6.63494	0.855699	0.11424	-8.09109
10.7505	6.63494	1.05364	0.11424	-8.07423
10.9485	6.63494	1.25157	0.11424	-8.058
11.1464	6.63494	1.44951	0.11424	-8.04235
11.3443	6.63494	1.64745	0.11424	-8.02725
11.5423	6.63494	1.84539	0.11424	-8.01265
11.7402	6.63494	2.04333	0.11424	-7.99853
11.9381	6.63494	2.24127	0.11424	-7.98486
12.1361	6.63494	2.4392	0.11424	-7.9716
12.334	6.63494	2.63714	0.11424	-7.95873
12.532	6.63494	2.83508	0.11424	-7.94624
12.7299	6.63494	3.03302	0.11424	-7.93409
12.9278	6.63494	3.23096	0.11424	-7.92228
13.1258	6.63494	3.42889	0.11424	-7.91077
13.3237	6.63494	3.62683	0.11424	-7.89957
13.5217	6.63494	3.82477	0.11424	-7.88865
13.7196	6.63494	4.02271	0.11424	-7.87799
13.9175	6.63494	4.22065	0.11424	-7.86759
14.1155	6.63494	4.41859	0.11424	-7.85743
14.3134	6.63494	4.61652	0.11424	-7.84751
14.5113	6.63494	4.81446	0.11424	-7.8378
14.7093	6.63494	5.0124	0.11424	-7.82831
14.9072	6.63494	5.21034	0.11424	-7.81903
15.1052	6.63494	5.40828	0.11424	-7.80993
15.3031	6.63494	5.60621	0.11424	-7.80102
15.501	6.63494	5.80415	0.11424	-7.7923
15.699	6.63494	6.00209	0.11424	-7.78374
6	7.8314	-7.02002	0.11424	-11.1334
6.19794	7.8314	-6.82209	0.11424	-10.9742
6.39588	7.8314	-6.62415	0.11424	-10.858
6.59381	7.8314	-6.42621	0.11424	-10.7664
6.79175	7.8314	-6.22827	0.11424	-10.6909
6.98969	7.8314	-6.03033	0.11424	-10.6265
7.18763	7.8314	-5.8324	0.11424	-10.5704
7.38557	7.8314	-5.63446	0.11424	-10.5208
7.58351	7.8314	-5.43652	0.11424	-10.4763
7.78144	7.8314	-5.23858	0.11424	-10.4359
7.97938	7.8314	-5.04064	0.11424	-10.3989
8.17732	7.8314	-4.8427	0.11424	-10.3649
8.37526	7.8314	-4.64477	0.11424	-10.3333
8.5732	7.8314	-4.44683	0.11424	-10.3039
8.77113	7.8314	-4.24889	0.11424	-10.2763
8.96907	7.8314	-4.05095	0.11424	-10.2504
9.16701	7.8314	-3.85301	0.11424	-10.2259
9.36495	7.8314	-3.65508	0.11424	-10.2028
9.56289	7.8314	-3.45714	0.11424	-10.1808
9.76083	7.8314	-3.2592	0.11424	-10.1598
9.95876	7.8314	-3.06126	0.11424	-10.1399
10.1567	7.8314	-2.86332	0.11424	-10.1208
10.3546	7.8314	-2.66538	0.11424	-10.1025
10.5526	7.8314	-2.46745	0.11424	-10.085
10.7505	7.8314	-2.26951	0.11424	-10.0681
10.9485	7.8314	-2.07157	0.11424	-10.0519
11.1464	7.8314	-1.87363	0.11424	-10.0362
11.3443	7.8314	-1.67569	0.11424	-10.0211
11.5423	7.8314	-1.47776	0.11424	-10.0065
11.7402	7.8314	-1.27982	0.11424	-9.99242
11.9381	7.8314	-1.08188	0.11424	-9.97874
12.1361	7.8314	-0.883941	0.11424	-9.96549
12.334	7.8314	-0.686003	0.11424	-9.95262
12.532	7.8314	-0.488065	0.11424	-9.94012
12.7299	7.8314	-0.290126	0.11424	-9.92798
12.9278	7.8314	-0.0921883	0.11424	-9.91616
13.1258	7.8314	0.10575	0.11424	-9.90466
13.3237	7.8314	0.303688	0.11424	-9.89346
13.5217	7.8314	0.501626	0.11424	-9.88253
13.7196	7.8314	0.699564	0.11424	-9.87188
13.9175	7.8314	0.897503	0.11424	-9.86148
14.1155	7.8314	1.09544	0.11424	-9.85132
14.3134	7.8314	1.29338	0.11424	-9.84139
14.5113	7.8314	1.49132	0.11424	-9.83169
14.7093	7.8314	1.68926	0.11424	-9.8222
14.9072	7.8314	1.88719	0.11424	-9.81291
15.1052	7.8314	2.08513	0.11424	-9.80382
15.3031	7.8314	2.28307	0.11424	-9.79491
15.501	7.8314	2.48101	0.11424	-9.78618
15.699	7.8314	2.67895	0.11424	-9.77763
6	9.02786	-10.7402	0.11424	-13.3655
6.19794	9.02786	-10.5422	0.11424	-13.2063
6.39588	9.02786	-10.3443	0.11424	-13.0901
6.59381	9.02786	-10.1464	0.11424	-12.9985
6.79175	9.02786	-9.94843	0.11424	-12.923
6.98969	9.02786	-9.75049	0.11424	-12.8586
7.18763	9.02786	-9.55256	0.11424	-12.8025
7.38557	9.02786	-9.35462	0.11424	-12.7529
7.58351	9.02786	-9.15668	0.11424	-12.7084
7.78144	9.02786	-8.95874	0.11424	-12.668
7.97938	9.02786	-8.7608	0.11424	-12.631
8.17732	9.02786	-8.56287	0.11424	-12.597
8.37526	9.02786	-8.36493	0.11424	-12.5654
8.5732	9.02786	-8.16699	0.11424	-12.536
8.77113	9.02786	-7.96905	0.11424	-12.5084
8.96907	9.02786	-7.77111	0.11424	-12.4825
9.16701	9.02786	-7.57317	0.11424	-12.458
9.36495	9.02786	-7.37524	0.11424	-12.4349
9.56289	9.02786	-7.1773	0.11424	-12.4129
9.76083	9.02786	-6.97936	0.11424	-12.3919
9.95876	9.02786	-6.78142	0.11424	-12.372
10.1567	9.02786	-6.58348	0.11424	-12.3529
10.3546	9.02786	-6.38555	0.11424	-12.3346
10.5526	9.02786	-6.18761	0.11424	-12.3171
10.7505	9.02786	-5.98967	0.11424	-12.3002
10.9485	9.02786	-5.79173	0.11424	-12.284
11.1464	9.02786	-5.59379	0.11424	-12.2683
11.3443	9.02786	-5.39585	0.11424	-12.2532
11.5423	9.02786	-5.19792	0.11424	-12.2386
11.7402	9.02786	-4.99998	0.11424	-12.2245
11.9381	9.02786	-4.80204	0.11424	-12.2108
12.1361	9.02786	-4.6041	0.11424	-12.1976
12.334	9.02786	-4.40616	0.11424	-12.1847
12.532	9.02786	-4.20823	0.11424	-12.1722
12.7299	9.02786	-4.01029	0.11424	-12.1601
12.9278	9.02786	-3.81235	0.11424	-12.1483
13.1258	9.02786	-3.61441	0.11424	-12.1368
13.3237	9.02786	-3.41647	0.11424	-12.1256
13.5217	9.02786	-3.21853	0.11424	-12.1146
13.7196	9.02786	-3.0206	0.11424	-12.104
13.9175	9.02786	-2.82266	0.11424	-12.0936
14.1155	9.02786	-2.62472	0.11424	-12.0834
14.3134	9.02786	-2.42678	0.11424	-12.0735
14.5113	9.02786	-2.22884	0.11424	-12.0638
14.7093	9.02786	-2.03091	0.11424	-12.0543
14.9072	9.02786	-1.83297	0.11424	-12.045
15.1052	9.02786	-1.63503	0.11424	-12.0359
15.3031	9.02786	-1.43709	0.11424	-12.027
15.501	9.02786	-1.23915	0.11424	-12.0183
15.699	9.02786	-1.04122	0.11424	-12.0097
6	10.2243	-14.3493	0.11424	-15.531
6.19794	10.2243	-14.1514	0.11424	-15.3718
6.39588	10.2243	-13.9535	0.11424	-15.2556
6.59381	10.2243	-13.7555	0.11424	-15.164
6.79175	10.2243	-13.5576	0.11424	-15.0884
6.98969	10.2243	-13.3596	0.11424	-15.0241
7.18763	10.2243	-13.1617	0.11424	-14.968
7.38557	10.2243	-12.9638	0.11424	-14.9184
7.58351	10.2243	-12.7658	0.11424	-14.8739
7.78144	10.2243	-12.5679	0.11424	-14.8335
7.97938	10.2243	-12.3699	0.11424	-14.7965
8.17732	10.2243	-12.172	0.11424	-14.7625
8.37526	10.2243	-11.9741	0.11424	-14.7309
8.5732	10.2243	-11.7761	0.11424	-14.7014
8.77113	10.2243	-11.5782	0.11424	-14.6739
8.96907	10.2243	-11.3803	0.11424	-14.648
9.16701	10.2243	-11.1823	0.11424	-14.6235
9.36495	10.2243	-10.9844	0.11424	-14.6003
9.56289	10.2243	-10.7864	0.11424	-14.5784
9.76083	10.2243	-10.5885	0.11424	-14.5574
9.95876	10.2243	-10.3906	0.11424	-14.5375
10.1567	10.2243	-10.1926	0.11424	-14.5184
10.3546	10.2243	-9.99469	0.11424	-14.5001
10.5526	10.2243	-9.79675	0.11424	-14.4826
10.7505	10.2243	-9.59881	0.11424	-14.4657
10.9485	10.2243	-9.40087	0.11424	-14.4495
11.1464	10.2243	-9.20294	0.11424	-14.4338
11.3443	10.2243	-9.005	0.11424	-14.4187
11.5423	10.2243	-8.80706	0.11424	-14.4041
11.7402	10.2243	-8.60912	0.11424	-14.39
11.9381	10.2243	-8.41118	0.11424	-14.3763
12.1361	10.2243	-8.21325	0.11424	-14.3631
12.334	10.2243	-8.01531	0.11424	-14.3502
12.532	10.2243	-7.81737	0.11424	-14.3377
12.7299	10.2243	-7.61943	0.11424	-14.3256
12.9278	10.2243	-7.42149	0.11424	-14.3137
13.1258	10.2243	-7.22355	0.11424	-14.3022
13.3237	10.2243	-7.02562	0.11424	-14.291
13.5217	10.2243	-6.82768	0.11424	-14.2801
13.7196	10.2243	-6.62974	0.11424	-14.2695
13.9175	10.2243	-6.4318	0.11424	-14.2591
14.1155	10.2243	-6.23386	0.11424	-14.2489
14.3134	10.2243	-6.03593	0.11424	-14.239
14.5113	10.2243	-5.83799	0.11424	-14.2293
14.7093	10.2243	-5.64005	0.11424	-14.2198
14.9072	10.2243	-5.44211	0.11424	-14.2105
15.1052	10.2243	-5.24417	0.11424	-14.2014
15.3031	10.2243	-5.04623	0.11424	-14.1925
15.501	10.2243	-4.8483	0.11424	-14.1838
15.699	10.2243	-4.65036	0.11424	-14.1752
6	5.43847	-6.63204	0.228479	-10.9006
6.19794	5.43847	-6.4341	0.228479	-10.7414
6.39588	5.43847	-6.23617	0.228479	-10.6252
6.59381	5.43847	-6.03823	0.228479	-10.5337
6.79175	5.43847	-5.84029	0.228479	-10.4581
6.98969	5.43847	-5.64235	0.228479	-10.3937
7.18763	5.43847	-5.44441	0.228479	-10.3377
7.38557	5.43847	-5.24647	0.228479	-10.288
7.58351	5.43847	-5.04854	0.228479	-10.2435
7.78144	5.43847	-4.8506	0.228479	-10.2031
7.97938	5.43847	-4.65266	0.228479	-10.1661
8.17732	5.43847	-4.45472	0.228479	-10.1321
8.37526	5.43847	-4.25678	0.228479	-10.1005
8.5732	5.43847	-4.05885	0.228479	-10.0711
8.77113	5.43847	-3.86091	0.228479	-10.0435
8.96907	5.43847	-3.66297	0.228479	-10.0176
9.16701	5.43847	-3.46503	0.228479	-9.99312
9.36495	5.43847	-3.26709	0.228479	-9.96997
9.56289	5.43847	-3.06915	0.228479	-9.94798
9.76083	5.43847	-2.87122	0.228479	-9.92706
9.95876	5.43847	-2.67328	0.228479	-9.9071
10.1567	5.43847	-2.47534	0.228479	-9.88801
10.3546	5.43847	-2.2774	0.228479	-9.86973
10.5526	5.43847	-2.07946	0.228479	-9.85219
10.7505	5.43847	-1.88153	0.228479	-9.83532
10.9485	5.43847	-1.68359	0.228479	-9.81909
11.1464	5.43847	-1.48565	0.228479	-9.80345
11.3443	5.43847	-1.28771	0.228479	-9.78834
11.5423	5.43847	-1.08977	0.228479	-9.77375
11.7402	5.43847	-0.891835	0.228479	-9.75963
11.9381	5.43847	-0.693897	0.228479	-9.74595
12.1361	5.43847	-0.495958	0.228479	-9.7327
12.334	5.43847	-0.29802	0.228479	-9.71983
12.532	5.43847	-0.100082	0.228479	-9.70734
12.7299	5.43847	0.097856	0.228479	-9.69519
12.9278	5.43847	0.295794	0.228479	-9.68337
13.1258	5.43847	0.493732	0.228479	-9.67187
13.3237	5.43847	0.691671	0.228479	-9.66067
13.5217	5.43847	0.889609	0.228479	-9.64974
13.7196	5.43847	1.08755	0.228479	-9.63909
13.9175	5.43847	1.28549	0.228479	-9.62869
14.1155	5.43847	1.48342	0.228479	-9.61853
14.3134	5.43847	1.68136	0.228479	-9.60861
14.5113	5.43847	1.8793	0.228479	-9.5989
14.7093	5.43847	2.07724	0.228479	-9.58941
14.9072	5.43847	2.27518	0.228479	-9.58012
15.1052	5.43847	2.47311	0.228479	-9.57103
15.3031	5.43847	2.67105	0.228479	-9.56212
15.501	5.43847	2.86899	0.228479	-9.55339
15.699	5.43847	3.06693	0.228479	-9.54484
6	6.63494	-6.62538	0.228479	-10.8966
6.19794	6.63494	-6.42744	0.228479	-10.7374
6.39588	6.63494	-6.2295	0.228479	-10.6212
6.59381	6.63494	-6.03156	0.228479	-10.5297
6.79175	6.63494	-5.83362	0.228479	-10.4541
